

"OS Version",6,1,7601,2,"Service Pack 1",1,0,256,1,x64
"WMV Core Version",12.0.7601.17514
"Codec Enumeration",{73646976-0000-0010-8000-00AA00389B71},
Codec,{73646976-0000-0010-8000-00AA00389B71},0,"Windows Media Video 9 Screen"
"Codec Format",45,"384 kbps, 48 kHz, 5.1 channel 16 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 50 BD 3E 00 00 00 00 00","62 01 06 00 80 BB 00 00 80 BB 00 00 00 40 10 00 12 00 10 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",46,"384 kbps, 48 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 80 BD 3E 00 00 00 00 00","62 01 06 00 80 BB 00 00 80 BB 00 00 00 40 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",47,"383 kbps, 48 kHz, 5.1 channel 24 bit Low Delay CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 B0 BD 3E 00 00 00 00 00","62 01 06 00 80 BB 00 00 03 BB 00 00 F0 17 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",48,"256 kbps, 48 kHz, 5.1 channel 16 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 E0 BD 3E 00 00 00 00 00","62 01 06 00 80 BB 00 00 01 7D 00 00 AB 2A 10 00 12 00 10 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",49,"256 kbps, 48 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 10 BE 3E 00 00 00 00 00","62 01 06 00 80 BB 00 00 01 7D 00 00 AB 2A 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",50,"255 kbps, 48 kHz, 5.1 channel 24 bit Low Delay CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 40 BE 3E 00 00 00 00 00","62 01 06 00 80 BB 00 00 83 7C 00 00 F0 0F 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",51,"192 kbps, 48 kHz, 5.1 channel 16 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 C0 16 3F 00 00 00 00 00","62 01 06 00 80 BB 00 00 C0 5D 00 00 00 20 10 00 12 00 10 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",52,"192 kbps, 48 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 F0 16 3F 00 00 00 00 00","62 01 06 00 80 BB 00 00 C0 5D 00 00 00 20 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",53,"191 kbps, 48 kHz, 5.1 channel 24 bit Low Delay CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 20 17 3F 00 00 00 00 00","62 01 06 00 80 BB 00 00 43 5D 00 00 F0 0B 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",54,"128 kbps, 48 kHz, 5.1 channel 16 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 50 17 3F 00 00 00 00 00","62 01 06 00 80 BB 00 00 82 3E 00 00 56 15 10 00 12 00 10 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",55,"128 kbps, 48 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 80 17 3F 00 00 00 00 00","62 01 06 00 80 BB 00 00 82 3E 00 00 56 15 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",56,"160 kbps, 48 kHz, 5.1 channel 16 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 B0 17 3F 00 00 00 00 00","62 01 06 00 80 BB 00 00 21 4E 00 00 AB 1A 10 00 12 00 10 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",57,"768 kbps, 48 kHz, 7.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 E0 17 3F 00 00 00 00 00","62 01 08 00 80 BB 00 00 00 77 01 00 00 80 18 00 12 00 18 00 3F 06 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",58,"384 kbps, 48 kHz, 7.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 10 18 3F 00 00 00 00 00","62 01 08 00 80 BB 00 00 80 BB 00 00 00 40 18 00 12 00 18 00 3F 06 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",59,"160 kbps, 48 kHz, 7.1 channel 16 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 40 18 3F 00 00 00 00 00","62 01 08 00 80 BB 00 00 21 4E 00 00 AB 1A 10 00 12 00 10 00 3F 06 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",60,"128 kbps, 48 kHz, 7.1 channel 16 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 70 18 3F 00 00 00 00 00","62 01 08 00 80 BB 00 00 82 3E 00 00 56 15 10 00 12 00 10 00 3F 06 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",61,"440 kbps, 88 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 A0 18 3F 00 00 00 00 00","62 01 02 00 88 58 01 00 DA D6 00 00 D2 4F 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",62,"384 kbps, 88 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 D0 18 3F 00 00 00 00 00","62 01 02 00 88 58 01 00 81 BB 00 00 A9 45 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",63,"256 kbps, 88 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 19 3F 00 00 00 00 00","62 01 02 00 88 58 01 00 02 7D 00 00 71 2E 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",64,"192 kbps, 88 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 30 19 3F 00 00 00 00 00","62 01 02 00 88 58 01 00 C2 5D 00 00 D5 22 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",65,"128 kbps, 88 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 60 19 3F 00 00 00 00 00","62 01 02 00 88 58 01 00 82 3E 00 00 39 17 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",66,"440 kbps, 96 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 90 19 3F 00 00 00 00 00","62 01 02 00 00 77 01 00 DA D6 00 00 56 49 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",67,"384 kbps, 96 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 C0 19 3F 00 00 00 00 00","62 01 02 00 00 77 01 00 80 BB 00 00 00 40 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",68,"256 kbps, 96 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 F0 19 3F 00 00 00 00 00","62 01 02 00 00 77 01 00 01 7D 00 00 AB 2A 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",69,"192 kbps, 96 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 20 1A 3F 00 00 00 00 00","62 01 02 00 00 77 01 00 C0 5D 00 00 00 20 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",70,"128 kbps, 96 kHz, 2 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 50 1A 3F 00 00 00 00 00","62 01 02 00 00 77 01 00 82 3E 00 00 56 15 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",71,"768 kbps, 96 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 80 1A 3F 00 00 00 00 00","62 01 06 00 00 77 01 00 00 77 01 00 00 80 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",72,"640 kbps, 96 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 B0 1A 3F 00 00 00 00 00","62 01 06 00 00 77 01 00 81 38 01 00 AB 6A 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",73,"440 kbps, 96 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 E0 1A 3F 00 00 00 00 00","62 01 06 00 00 77 01 00 DA D6 00 00 56 49 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",74,"384 kbps, 96 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 10 1B 3F 00 00 00 00 00","62 01 06 00 00 77 01 00 80 BB 00 00 00 40 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",75,"256 kbps, 96 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 40 1B 3F 00 00 00 00 00","62 01 06 00 00 77 01 00 01 7D 00 00 AB 2A 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",76,"192 kbps, 96 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 70 1B 3F 00 00 00 00 00","62 01 06 00 00 77 01 00 C0 5D 00 00 00 20 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",77,"128 kbps, 96 kHz, 5.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 A0 1B 3F 00 00 00 00 00","62 01 06 00 00 77 01 00 82 3E 00 00 56 15 18 00 12 00 18 00 3F 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",78,"768 kbps, 96 kHz, 7.1 channel 24 bit CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 D0 1B 3F 00 00 00 00 00","62 01 08 00 00 77 01 00 00 77 01 00 00 80 18 00 12 00 18 00 3F 06 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",79," 32 kbps, 32 kHz, 2 channel 16 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 00 1C 3F 00 00 00 00 00","62 01 02 00 00 7D 00 00 A0 0F 00 00 00 03 10 00 12 00 10 00 03 00 00 00 00 00 00 00 00 00 00 00 60 00 C6 20"
"Codec Format",80,"440 kbps, 44 kHz, 2 channel 24 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 30 1C 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 DA D6 00 00 E9 27 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",81,"384 kbps, 44 kHz, 2 channel 24 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 60 1C 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 83 BB 00 00 D5 22 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",82,"256 kbps, 44 kHz, 2 channel 24 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 90 1C 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 04 7D 00 00 39 17 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",83,"256 kbps, 44 kHz, 2 channel 16 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 C0 1C 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 04 7D 00 00 39 17 10 00 12 00 10 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",84,"192 kbps, 44 kHz, 2 channel 24 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 F0 1C 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 C5 5D 00 00 6B 11 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",85,"192 kbps, 44 kHz, 2 channel 16 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 20 1D 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 C5 5D 00 00 6B 11 10 00 12 00 10 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",86,"160 kbps, 44 kHz, 2 channel 16 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 50 1D 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 25 4E 00 00 84 0E 10 00 12 00 10 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",87,"128 kbps, 44 kHz, 2 channel 24 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 80 1D 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 85 3E 00 00 9D 0B 18 00 12 00 18 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",88,"128 kbps, 44 kHz, 2 channel 16 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 B0 1D 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 85 3E 00 00 9D 0B 10 00 12 00 10 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 00 00"
"Codec Format",89," 96 kbps, 44 kHz, 2 channel 16 bit (A/V) CBR","61 75 64 73 00 00 10 00 80 00 00 AA 00 38 9B 71 62 01 00 00 00 00 10 00 80 00 00 AA 00 38 9B 71 01 00 00 00 00 00 00 00 00 00 00 00 81 9F 58 05 56 C3 CE 11 BF 01 00 AA 00 55 59 5A 00 00 00 00 00 00 00 00 00 00 00 00 24 00 00 00 00 00 00 00 E0 1D 3F 00 00 00 00 00","62 01 02 00 44 AC 00 00 E5 2E 00 00 B6 08 10 00 12 00 10 00 03 00 00 00 00 00 00 00 00 00 00 00 E0 00 42 C0"
